,run_id,Time,State,Fraction
0,0,0.0,I,0.12
1,0,0.0,S,0.88
2,0,1.0101010101010102,I,0.56
3,0,1.0101010101010102,S,0.44
4,0,2.0202020202020203,I,0.56
5,0,2.0202020202020203,S,0.44
6,0,3.0303030303030303,I,0.44
7,0,3.0303030303030303,S,0.56
8,0,4.040404040404041,I,0.64
9,0,4.040404040404041,S,0.36
10,0,5.050505050505051,I,0.68
11,0,5.050505050505051,S,0.32
12,0,6.0606060606060606,I,0.6
13,0,6.0606060606060606,S,0.4
14,0,7.070707070707071,I,0.76
15,0,7.070707070707071,S,0.24
16,0,8.080808080808081,I,0.6
17,0,8.080808080808081,S,0.4
18,0,9.090909090909092,I,0.8
19,0,9.090909090909092,S,0.2
20,0,10.101010101010102,I,0.68
21,0,10.101010101010102,S,0.32
22,0,11.111111111111112,I,0.72
23,0,11.111111111111112,S,0.28
24,0,12.121212121212121,I,0.64
25,0,12.121212121212121,S,0.36
26,0,13.131313131313131,I,0.64
27,0,13.131313131313131,S,0.36
28,0,14.141414141414142,I,0.64
29,0,14.141414141414142,S,0.36
30,0,15.151515151515152,I,0.52
31,0,15.151515151515152,S,0.48
32,0,16.161616161616163,I,0.64
33,0,16.161616161616163,S,0.36
34,0,17.171717171717173,I,0.72
35,0,17.171717171717173,S,0.28
36,0,18.181818181818183,I,0.72
37,0,18.181818181818183,S,0.28
38,0,19.191919191919194,I,0.68
39,0,19.191919191919194,S,0.32
40,0,20.202020202020204,I,0.8
41,0,20.202020202020204,S,0.2
42,0,21.212121212121215,I,0.76
43,0,21.212121212121215,S,0.24
44,0,22.222222222222225,I,0.68
45,0,22.222222222222225,S,0.32
46,0,23.232323232323235,I,0.6
47,0,23.232323232323235,S,0.4
48,0,24.242424242424242,I,0.6
49,0,24.242424242424242,S,0.4
50,0,25.252525252525253,I,0.56
51,0,25.252525252525253,S,0.44
52,0,26.262626262626263,I,0.6
53,0,26.262626262626263,S,0.4
54,0,27.272727272727273,I,0.68
55,0,27.272727272727273,S,0.32
56,0,28.282828282828284,I,0.68
57,0,28.282828282828284,S,0.32
58,0,29.292929292929294,I,0.36
59,0,29.292929292929294,S,0.64
60,0,30.303030303030305,I,0.6
61,0,30.303030303030305,S,0.4
62,0,31.313131313131315,I,0.4
63,0,31.313131313131315,S,0.6
64,0,32.323232323232325,I,0.56
65,0,32.323232323232325,S,0.44
66,0,33.333333333333336,I,0.4
67,0,33.333333333333336,S,0.6
68,0,34.343434343434346,I,0.48
69,0,34.343434343434346,S,0.52
70,0,35.35353535353536,I,0.6
71,0,35.35353535353536,S,0.4
72,0,36.36363636363637,I,0.48
73,0,36.36363636363637,S,0.52
74,0,37.37373737373738,I,0.52
75,0,37.37373737373738,S,0.48
76,0,38.38383838383839,I,0.6
77,0,38.38383838383839,S,0.4
78,0,39.3939393939394,I,0.56
79,0,39.3939393939394,S,0.44
80,0,40.40404040404041,I,0.64
81,0,40.40404040404041,S,0.36
82,0,41.41414141414142,I,0.68
83,0,41.41414141414142,S,0.32
84,0,42.42424242424243,I,0.44
85,0,42.42424242424243,S,0.56
86,0,43.43434343434344,I,0.88
87,0,43.43434343434344,S,0.12
88,0,44.44444444444445,I,0.6
89,0,44.44444444444445,S,0.4
90,0,45.45454545454546,I,0.76
91,0,45.45454545454546,S,0.24
92,0,46.46464646464647,I,0.8
93,0,46.46464646464647,S,0.2
94,0,47.47474747474748,I,0.56
95,0,47.47474747474748,S,0.44
96,0,48.484848484848484,I,0.84
97,0,48.484848484848484,S,0.16
98,0,49.494949494949495,I,0.76
99,0,49.494949494949495,S,0.24
100,0,50.505050505050505,I,0.8
101,0,50.505050505050505,S,0.2
102,0,51.515151515151516,I,0.64
103,0,51.515151515151516,S,0.36
104,0,52.525252525252526,I,0.48
105,0,52.525252525252526,S,0.52
106,0,53.535353535353536,I,0.56
107,0,53.535353535353536,S,0.44
108,0,54.54545454545455,I,0.92
109,0,54.54545454545455,S,0.08
110,0,55.55555555555556,I,0.64
111,0,55.55555555555556,S,0.36
112,0,56.56565656565657,I,0.48
113,0,56.56565656565657,S,0.52
114,0,57.57575757575758,I,0.32
115,0,57.57575757575758,S,0.68
116,0,58.58585858585859,I,0.48
117,0,58.58585858585859,S,0.52
118,0,59.5959595959596,I,0.52
119,0,59.5959595959596,S,0.48
120,0,60.60606060606061,I,0.32
121,0,60.60606060606061,S,0.68
122,0,61.61616161616162,I,0.64
123,0,61.61616161616162,S,0.36
124,0,62.62626262626263,I,0.56
125,0,62.62626262626263,S,0.44
126,0,63.63636363636364,I,0.64
127,0,63.63636363636364,S,0.36
128,0,64.64646464646465,I,0.52
129,0,64.64646464646465,S,0.48
130,0,65.65656565656566,I,0.48
131,0,65.65656565656566,S,0.52
132,0,66.66666666666667,I,0.72
133,0,66.66666666666667,S,0.28
134,0,67.67676767676768,I,0.8
135,0,67.67676767676768,S,0.2
136,0,68.68686868686869,I,0.68
137,0,68.68686868686869,S,0.32
138,0,69.6969696969697,I,0.72
139,0,69.6969696969697,S,0.28
140,0,70.70707070707071,I,0.64
141,0,70.70707070707071,S,0.36
142,0,71.71717171717172,I,0.88
143,0,71.71717171717172,S,0.12
144,0,72.72727272727273,I,0.64
145,0,72.72727272727273,S,0.36
146,0,73.73737373737374,I,0.92
147,0,73.73737373737374,S,0.08
148,0,74.74747474747475,I,0.64
149,0,74.74747474747475,S,0.36
150,0,75.75757575757576,I,0.72
151,0,75.75757575757576,S,0.28
152,0,76.76767676767678,I,0.64
153,0,76.76767676767678,S,0.36
154,0,77.77777777777779,I,0.68
155,0,77.77777777777779,S,0.32
156,0,78.7878787878788,I,0.88
157,0,78.7878787878788,S,0.12
158,0,79.7979797979798,I,0.76
159,0,79.7979797979798,S,0.24
160,0,80.80808080808082,I,0.52
161,0,80.80808080808082,S,0.48
162,0,81.81818181818183,I,0.56
163,0,81.81818181818183,S,0.44
164,0,82.82828282828284,I,0.96
165,0,82.82828282828284,S,0.04
166,0,83.83838383838385,I,0.64
167,0,83.83838383838385,S,0.36
168,0,84.84848484848486,I,0.44
169,0,84.84848484848486,S,0.56
170,0,85.85858585858587,I,0.8
171,0,85.85858585858587,S,0.2
172,0,86.86868686868688,I,0.68
173,0,86.86868686868688,S,0.32
174,0,87.87878787878789,I,0.56
175,0,87.87878787878789,S,0.44
176,0,88.8888888888889,I,0.4
177,0,88.8888888888889,S,0.6
178,0,89.89898989898991,I,0.56
179,0,89.89898989898991,S,0.44
180,0,90.90909090909092,I,0.64
181,0,90.90909090909092,S,0.36
182,0,91.91919191919193,I,0.72
183,0,91.91919191919193,S,0.28
184,0,92.92929292929294,I,0.8
185,0,92.92929292929294,S,0.2
186,0,93.93939393939395,I,0.72
187,0,93.93939393939395,S,0.28
188,0,94.94949494949496,I,0.52
189,0,94.94949494949496,S,0.48
190,0,95.95959595959597,I,0.72
191,0,95.95959595959597,S,0.28
192,0,96.96969696969697,I,0.6
193,0,96.96969696969697,S,0.4
194,0,97.97979797979798,I,0.84
195,0,97.97979797979798,S,0.16
196,0,98.98989898989899,I,0.68
197,0,98.98989898989899,S,0.32
198,0,100.0,I,0.6
199,0,100.0,S,0.4
200,1,0.0,I,0.12
201,1,0.0,S,0.88
202,1,1.0101010101010102,I,0.48
203,1,1.0101010101010102,S,0.52
204,1,2.0202020202020203,I,0.48
205,1,2.0202020202020203,S,0.52
206,1,3.0303030303030303,I,0.64
207,1,3.0303030303030303,S,0.36
208,1,4.040404040404041,I,0.68
209,1,4.040404040404041,S,0.32
210,1,5.050505050505051,I,0.56
211,1,5.050505050505051,S,0.44
212,1,6.0606060606060606,I,0.4
213,1,6.0606060606060606,S,0.6
214,1,7.070707070707071,I,0.56
215,1,7.070707070707071,S,0.44
216,1,8.080808080808081,I,0.64
217,1,8.080808080808081,S,0.36
218,1,9.090909090909092,I,0.52
219,1,9.090909090909092,S,0.48
220,1,10.101010101010102,I,0.56
221,1,10.101010101010102,S,0.44
222,1,11.111111111111112,I,0.4
223,1,11.111111111111112,S,0.6
224,1,12.121212121212121,I,0.64
225,1,12.121212121212121,S,0.36
226,1,13.131313131313131,I,0.76
227,1,13.131313131313131,S,0.24
228,1,14.141414141414142,I,0.8
229,1,14.141414141414142,S,0.2
230,1,15.151515151515152,I,0.8
231,1,15.151515151515152,S,0.2
232,1,16.161616161616163,I,0.8
233,1,16.161616161616163,S,0.2
234,1,17.171717171717173,I,0.8
235,1,17.171717171717173,S,0.2
236,1,18.181818181818183,I,0.64
237,1,18.181818181818183,S,0.36
238,1,19.191919191919194,I,0.8
239,1,19.191919191919194,S,0.2
240,1,20.202020202020204,I,0.64
241,1,20.202020202020204,S,0.36
242,1,21.212121212121215,I,0.56
243,1,21.212121212121215,S,0.44
244,1,22.222222222222225,I,0.28
245,1,22.222222222222225,S,0.72
246,1,23.232323232323235,I,0.56
247,1,23.232323232323235,S,0.44
248,1,24.242424242424242,I,0.68
249,1,24.242424242424242,S,0.32
250,1,25.252525252525253,I,0.8
251,1,25.252525252525253,S,0.2
252,1,26.262626262626263,I,0.88
253,1,26.262626262626263,S,0.12
254,1,27.272727272727273,I,0.6
255,1,27.272727272727273,S,0.4
256,1,28.282828282828284,I,0.56
257,1,28.282828282828284,S,0.44
258,1,29.292929292929294,I,0.56
259,1,29.292929292929294,S,0.44
260,1,30.303030303030305,I,0.48
261,1,30.303030303030305,S,0.52
262,1,31.313131313131315,I,0.44
263,1,31.313131313131315,S,0.56
264,1,32.323232323232325,I,0.68
265,1,32.323232323232325,S,0.32
266,1,33.333333333333336,I,0.68
267,1,33.333333333333336,S,0.32
268,1,34.343434343434346,I,0.48
269,1,34.343434343434346,S,0.52
270,1,35.35353535353536,I,0.68
271,1,35.35353535353536,S,0.32
272,1,36.36363636363637,I,0.6
273,1,36.36363636363637,S,0.4
274,1,37.37373737373738,I,0.56
275,1,37.37373737373738,S,0.44
276,1,38.38383838383839,I,0.64
277,1,38.38383838383839,S,0.36
278,1,39.3939393939394,I,0.68
279,1,39.3939393939394,S,0.32
280,1,40.40404040404041,I,0.52
281,1,40.40404040404041,S,0.48
282,1,41.41414141414142,I,0.72
283,1,41.41414141414142,S,0.28
284,1,42.42424242424243,I,0.72
285,1,42.42424242424243,S,0.28
286,1,43.43434343434344,I,0.76
287,1,43.43434343434344,S,0.24
288,1,44.44444444444445,I,0.68
289,1,44.44444444444445,S,0.32
290,1,45.45454545454546,I,0.6
291,1,45.45454545454546,S,0.4
292,1,46.46464646464647,I,0.6
293,1,46.46464646464647,S,0.4
294,1,47.47474747474748,I,0.68
295,1,47.47474747474748,S,0.32
296,1,48.484848484848484,I,0.52
297,1,48.484848484848484,S,0.48
298,1,49.494949494949495,I,0.6
299,1,49.494949494949495,S,0.4
300,1,50.505050505050505,I,0.52
301,1,50.505050505050505,S,0.48
302,1,51.515151515151516,I,0.64
303,1,51.515151515151516,S,0.36
304,1,52.525252525252526,I,0.48
305,1,52.525252525252526,S,0.52
306,1,53.535353535353536,I,0.76
307,1,53.535353535353536,S,0.24
308,1,54.54545454545455,I,0.8
309,1,54.54545454545455,S,0.2
310,1,55.55555555555556,I,0.88
311,1,55.55555555555556,S,0.12
312,1,56.56565656565657,I,0.64
313,1,56.56565656565657,S,0.36
314,1,57.57575757575758,I,0.52
315,1,57.57575757575758,S,0.48
316,1,58.58585858585859,I,0.44
317,1,58.58585858585859,S,0.56
318,1,59.5959595959596,I,0.6
319,1,59.5959595959596,S,0.4
320,1,60.60606060606061,I,0.52
321,1,60.60606060606061,S,0.48
322,1,61.61616161616162,I,0.68
323,1,61.61616161616162,S,0.32
324,1,62.62626262626263,I,0.76
325,1,62.62626262626263,S,0.24
326,1,63.63636363636364,I,0.68
327,1,63.63636363636364,S,0.32
328,1,64.64646464646465,I,0.72
329,1,64.64646464646465,S,0.28
330,1,65.65656565656566,I,0.8
331,1,65.65656565656566,S,0.2
332,1,66.66666666666667,I,0.68
333,1,66.66666666666667,S,0.32
334,1,67.67676767676768,I,0.64
335,1,67.67676767676768,S,0.36
336,1,68.68686868686869,I,0.72
337,1,68.68686868686869,S,0.28
338,1,69.6969696969697,I,0.6
339,1,69.6969696969697,S,0.4
340,1,70.70707070707071,I,0.44
341,1,70.70707070707071,S,0.56
342,1,71.71717171717172,I,0.68
343,1,71.71717171717172,S,0.32
344,1,72.72727272727273,I,0.64
345,1,72.72727272727273,S,0.36
346,1,73.73737373737374,I,0.48
347,1,73.73737373737374,S,0.52
348,1,74.74747474747475,I,0.68
349,1,74.74747474747475,S,0.32
350,1,75.75757575757576,I,0.68
351,1,75.75757575757576,S,0.32
352,1,76.76767676767678,I,0.72
353,1,76.76767676767678,S,0.28
354,1,77.77777777777779,I,0.76
355,1,77.77777777777779,S,0.24
356,1,78.7878787878788,I,0.56
357,1,78.7878787878788,S,0.44
358,1,79.7979797979798,I,0.76
359,1,79.7979797979798,S,0.24
360,1,80.80808080808082,I,0.36
361,1,80.80808080808082,S,0.64
362,1,81.81818181818183,I,0.68
363,1,81.81818181818183,S,0.32
364,1,82.82828282828284,I,0.72
365,1,82.82828282828284,S,0.28
366,1,83.83838383838385,I,0.72
367,1,83.83838383838385,S,0.28
368,1,84.84848484848486,I,0.64
369,1,84.84848484848486,S,0.36
370,1,85.85858585858587,I,0.6
371,1,85.85858585858587,S,0.4
372,1,86.86868686868688,I,0.84
373,1,86.86868686868688,S,0.16
374,1,87.87878787878789,I,0.68
375,1,87.87878787878789,S,0.32
376,1,88.8888888888889,I,0.8
377,1,88.8888888888889,S,0.2
378,1,89.89898989898991,I,0.64
379,1,89.89898989898991,S,0.36
380,1,90.90909090909092,I,0.52
381,1,90.90909090909092,S,0.48
382,1,91.91919191919193,I,0.6
383,1,91.91919191919193,S,0.4
384,1,92.92929292929294,I,0.56
385,1,92.92929292929294,S,0.44
386,1,93.93939393939395,I,0.6
387,1,93.93939393939395,S,0.4
388,1,94.94949494949496,I,0.44
389,1,94.94949494949496,S,0.56
390,1,95.95959595959597,I,0.68
391,1,95.95959595959597,S,0.32
