9.499999999999999556e-01 5.000000000000000278e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.499068848310951996e-01 4.812750440922494016e-02 1.933067872672690739e-03 6.397670414631848673e-06 1.791417378798196232e-08 2.612725528608420559e-05 4.713275370526755682e-11
9.496362254591240726e-01 4.650256081697520111e-02 3.734060570144178380e-03 2.471665933392525792e-05 1.392572078614475131e-07 1.022965268200170245e-04 7.103948379400235409e-10
9.492000654847282393e-01 4.510364601197826978e-02 5.416619213420027432e-03 5.375139464829624820e-05 4.554116159775737558e-07 2.254589919209281214e-04 3.491688314582977728e-09
9.486092830987754576e-01 4.391122030004008386e-02 6.993135807309091255e-03 9.242007762723822794e-05 1.046032348547392552e-06 3.928839318567448839e-04 1.075204282088188803e-08
9.478736794211087835e-01 4.290757068285040721e-02 8.474857965200690776e-03 1.397538340625181091e-04 1.980242674563694618e-06 6.021322542526456444e-04 2.559985046350955388e-08
9.470020822560738516e-01 4.207662890969104952e-02 9.872007682748007787e-03 1.948846742584740453e-04 3.317901755723459461e-06 8.510267919860215304e-04 5.178348688962386549e-08
9.460024266667376169e-01 4.140383024824437902e-02 1.119387324657351683e-02 2.570361583781124743e-04 5.110605440222792611e-06 1.137629469606937565e-03 9.360501923425287708e-08
9.448818155299574251e-01 4.087600820504041360e-02 1.244887701458032708e-02 3.255165481852700504e-04 7.402407689303501113e-06 1.460224435068592031e-03 1.558594787416314294e-07
9.436466042491714612e-01 4.048124849132389569e-02 1.364466817234663391e-02 3.997094711739663164e-04 1.023079969507719583e-05 1.817295062553713966e-03 2.437537353629886556e-07
9.423025050387113799e-01 4.020870818492294080e-02 1.478823865007896331e-02 4.790622212539065688e-04 1.362794238434416813e-05 2.207495159421172300e-03 3.628032273639833444e-07
9.408545836285985287e-01 4.004862380059531074e-02 1.588591551190314879e-02 5.630866452557821509e-04 1.762054640629162253e-05 2.629651019748908448e-03 5.188474921169425583e-07
9.393073344475528774e-01 3.999218245856150239e-02 1.694344209224080827e-02 6.513509876996541369e-04 2.223072126532977193e-05 3.082741311479113289e-03 7.179812007841328494e-07
9.376647601504373153e-01 4.003138548383363554e-02 1.796606406670045453e-02 7.434712237996213020e-04 2.747687981406872246e-05 3.565875715075629820e-03 9.664803393280824575e-07
9.359303915734832335e-01 4.015901619505581055e-02 1.895854761912194042e-02 8.391093458307566019e-04 3.337389092315035187e-05 4.078290580268831289e-03 1.270795316331286576e-06
9.341073386501936859e-01 4.036855361884479632e-02 1.992523293360776507e-02 9.379680088726999538e-04 3.993362269657355665e-05 4.619335655895131197e-03 1.637509889291490902e-06
9.321983292897334517e-01 4.065410732494432328e-02 2.087007384003038146e-02 1.039786595284520037e-03 4.716533350019802497e-05 5.188464303006502104e-03 2.073313500588452389e-06
9.302057461081105760e-01 4.101035607321814463e-02 2.179667493307939352e-02 1.144337532246538121e-03 5.507603722229792919e-05 5.785224340425365250e-03 2.584975697727524286e-06
9.281316576196265711e-01 4.143249594669715791e-02 2.270832280853437440e-02 1.251423195774341822e-03 6.367080138713280667e-05 6.409250300840307543e-03 3.179327140235618285e-06
9.259778481131242245e-01 4.191619087016630607e-02 2.360801568452966168e-02 1.360872972159125720e-03 7.295303048345430684e-05 7.060256087961021276e-03 3.863241576301869587e-06
9.237458484434575290e-01 4.245752150780138234e-02 2.449849408344135712e-02 1.472540214746567797e-03 8.292476008596478415e-05 7.738027373533451318e-03 4.643616933686715245e-06
9.214369557998732807e-01 4.305295327773667191e-02 2.538225939858162333e-02 1.586300401380313224e-03 9.358682124847026492e-05 8.442416933241889479e-03 5.527367937736375567e-06
9.190522608899353019e-01 4.369929150801779572e-02 2.626160061295493633e-02 1.702048483015786932e-03 1.049390923687847191e-04 9.173338002775291780e-03 6.521410932081655876e-06
9.165926648806117516e-01 4.439365433124158739e-02 2.713860984524972542e-02 1.819697330678651023e-03 1.169806329698143204e-04 9.930760320274666444e-03 7.632658973729197042e-06
9.140589030999307640e-01 4.513343387631427867e-02 2.801520525802140768e-02 1.939175459526559179e-03 1.297098951886479958e-04 1.071470440084479163e-02 8.868010173401963723e-06
9.114515578164853471e-01 4.591627637272239354e-02 2.889314209058996968e-02 2.060425913851666058e-03 1.431248110445731698e-04 1.152523864867803331e-02 1.023434662793132315e-05
9.087710788900937864e-01 4.674004862916388697e-02 2.977403224944523072e-02 2.183404314922551478e-03 1.572229691943710737e-04 1.236247442146147860e-02 1.173852571865427180e-05
9.060177941544641511e-01 4.760282230247126628e-02 3.065935275144330771e-02 2.308077993328834076e-03 1.720016759145249206e-04 1.322656374126541558e-02 1.338738111241436346e-05
9.031919266153740633e-01 4.850284637805325066e-02 3.155046154687966148e-02 2.434424401397389422e-03 1.874580931627076305e-04 1.411769524791270207e-02 1.518771722004330337e-05
9.002936041768628828e-01 4.943853261973422258e-02 3.244860522602102670e-02 2.562430310461051922e-03 2.035892930835169336e-04 1.503609206333640300e-02 1.714631050076295056e-05
8.973228728699788048e-01 5.040843496590338008e-02 3.335493051140482612e-02 2.692090639477946572e-03 2.203923517686322893e-04 1.598200875400666160e-02 1.926990745963170107e-05
8.942797064625906955e-01 5.141123522062278350e-02 3.427049181096734204e-02 2.823407662463319010e-03 2.378644028698648943e-04 1.695572921462896662e-02 2.156522585690139932e-05
8.911640181044105935e-01 5.244572521513071739e-02 3.519626097684150356e-02 2.956390003121649786e-03 2.560027137498424523e-04 1.795756403266032114e-02 2.403895408521647360e-05
