,run_id,Time,State,Fraction
0,0,0.0,S,0.91
1,0,0.0,E,0.09
2,0,0.0,I1,0.0
3,0,0.0,I2,0.0
4,0,0.0,I3,0.0
5,0,0.0,R,0.0
6,0,0.0,D,0.0
7,0,0.0,I_total,0.0
8,0,1.0050251256281406,S,0.9
9,0,1.0050251256281406,E,0.09
10,0,1.0050251256281406,I1,0.01
11,0,1.0050251256281406,I2,0.0
12,0,1.0050251256281406,I3,0.0
13,0,1.0050251256281406,R,0.0
14,0,1.0050251256281406,D,0.0
15,0,1.0050251256281406,I_total,0.01
16,0,2.0100502512562812,S,0.89
17,0,2.0100502512562812,E,0.1
18,0,2.0100502512562812,I1,0.0
19,0,2.0100502512562812,I2,0.0
20,0,2.0100502512562812,I3,0.0
21,0,2.0100502512562812,R,0.01
22,0,2.0100502512562812,D,0.0
23,0,2.0100502512562812,I_total,0.0
24,0,3.015075376884422,S,0.8
25,0,3.015075376884422,E,0.16
26,0,3.015075376884422,I1,0.01
27,0,3.015075376884422,I2,0.01
28,0,3.015075376884422,I3,0.0
29,0,3.015075376884422,R,0.02
30,0,3.015075376884422,D,0.0
31,0,3.015075376884422,I_total,0.02
32,0,4.0201005025125625,S,0.73
33,0,4.0201005025125625,E,0.2
34,0,4.0201005025125625,I1,0.04
35,0,4.0201005025125625,I2,0.0
36,0,4.0201005025125625,I3,0.0
37,0,4.0201005025125625,R,0.03
38,0,4.0201005025125625,D,0.0
39,0,4.0201005025125625,I_total,0.04
40,0,5.025125628140703,S,0.63
41,0,5.025125628140703,E,0.26
42,0,5.025125628140703,I1,0.07
43,0,5.025125628140703,I2,0.01
44,0,5.025125628140703,I3,0.0
45,0,5.025125628140703,R,0.03
46,0,5.025125628140703,D,0.0
47,0,5.025125628140703,I_total,0.08
48,0,6.030150753768844,S,0.38
49,0,6.030150753768844,E,0.38
50,0,6.030150753768844,I1,0.18
51,0,6.030150753768844,I2,0.02
52,0,6.030150753768844,I3,0.0
53,0,6.030150753768844,R,0.04
54,0,6.030150753768844,D,0.0
55,0,6.030150753768844,I_total,0.2
56,0,7.035175879396984,S,0.15
57,0,7.035175879396984,E,0.49
58,0,7.035175879396984,I1,0.25
59,0,7.035175879396984,I2,0.02
60,0,7.035175879396984,I3,0.0
61,0,7.035175879396984,R,0.09
62,0,7.035175879396984,D,0.0
63,0,7.035175879396984,I_total,0.27
64,0,8.040201005025125,S,0.08
65,0,8.040201005025125,E,0.52
66,0,8.040201005025125,I1,0.25
67,0,8.040201005025125,I2,0.02
68,0,8.040201005025125,I3,0.0
69,0,8.040201005025125,R,0.13
70,0,8.040201005025125,D,0.0
71,0,8.040201005025125,I_total,0.27
72,0,9.045226130653266,S,0.02
73,0,9.045226130653266,E,0.45
74,0,9.045226130653266,I1,0.35
75,0,9.045226130653266,I2,0.02
76,0,9.045226130653266,I3,0.0
77,0,9.045226130653266,R,0.16
78,0,9.045226130653266,D,0.0
79,0,9.045226130653266,I_total,0.37
80,0,10.050251256281406,S,0.0
81,0,10.050251256281406,E,0.35
82,0,10.050251256281406,I1,0.41
83,0,10.050251256281406,I2,0.02
84,0,10.050251256281406,I3,0.0
85,0,10.050251256281406,R,0.22
86,0,10.050251256281406,D,0.0
87,0,10.050251256281406,I_total,0.43
88,0,11.055276381909547,S,0.0
89,0,11.055276381909547,E,0.23
90,0,11.055276381909547,I1,0.47
91,0,11.055276381909547,I2,0.04
92,0,11.055276381909547,I3,0.0
93,0,11.055276381909547,R,0.26
94,0,11.055276381909547,D,0.0
95,0,11.055276381909547,I_total,0.51
96,0,12.060301507537687,S,0.0
97,0,12.060301507537687,E,0.21
98,0,12.060301507537687,I1,0.36
99,0,12.060301507537687,I2,0.06
100,0,12.060301507537687,I3,0.01
101,0,12.060301507537687,R,0.36
102,0,12.060301507537687,D,0.0
103,0,12.060301507537687,I_total,0.43
104,0,13.065326633165828,S,0.0
105,0,13.065326633165828,E,0.19
106,0,13.065326633165828,I1,0.28
107,0,13.065326633165828,I2,0.07
108,0,13.065326633165828,I3,0.01
109,0,13.065326633165828,R,0.45
110,0,13.065326633165828,D,0.0
111,0,13.065326633165828,I_total,0.36
112,0,14.070351758793969,S,0.0
113,0,14.070351758793969,E,0.17
114,0,14.070351758793969,I1,0.26
115,0,14.070351758793969,I2,0.08
116,0,14.070351758793969,I3,0.01
117,0,14.070351758793969,R,0.48
118,0,14.070351758793969,D,0.0
119,0,14.070351758793969,I_total,0.35
120,0,15.07537688442211,S,0.0
121,0,15.07537688442211,E,0.11
122,0,15.07537688442211,I1,0.29
123,0,15.07537688442211,I2,0.07
124,0,15.07537688442211,I3,0.01
125,0,15.07537688442211,R,0.52
126,0,15.07537688442211,D,0.0
127,0,15.07537688442211,I_total,0.37
128,0,16.08040201005025,S,0.0
129,0,16.08040201005025,E,0.1
